"GFH05524"	"HaLaN_00001"
"HaLaN_13651"	"HaLaN_13650"
"GFH17096"	"HaLaN_13651"
"GFH17097"	"HaLaN_13652"
"HaLaN_13654"	"HaLaN_13653"
"GFH17098"	"HaLaN_13654"
"GFH17099"	"HaLaN_13655"
"GFH17100"	"HaLaN_13656"
"GFH17101"	"HaLaN_13657"
"GFH17102"	"HaLaN_13658"
"GFH17103"	"HaLaN_13659"
"GFH17104"	"HaLaN_13660"
"HaLaN_13662"	"HaLaN_13661"
"GFH17105"	"HaLaN_13662"
"GFH17106"	"HaLaN_13663"
"GFH17107"	"HaLaN_13664"
"GFH17108"	"HaLaN_13665"
"HaLaN_13667"	"HaLaN_13666"
"HaLaN_13668"	"HaLaN_13667"
"HaLaN_13669"	"HaLaN_13668"
"GFH17109"	"HaLaN_13669"
"GFH17110"	"HaLaN_13670"
"GFH17111"	"HaLaN_13671"
"GFH17112"	"HaLaN_13672"
"GFH17113"	"HaLaN_13673"
"GFH17114"	"HaLaN_13674"
"GFH17115"	"HaLaN_13675"
"GFH17116"	"HaLaN_13676"
"GFH17117"	"HaLaN_13677"
"GFH17118"	"HaLaN_13678"
"GFH17119"	"HaLaN_13679"
"GFH17120"	"HaLaN_13680"
"HaLaN_13682"	"HaLaN_13681"
"GFH17121"	"HaLaN_13682"
"GFH17122"	"HaLaN_13683"
"GFH17123"	"HaLaN_13684"
"GFH17124"	"HaLaN_13685"
"GFH17125"	"HaLaN_13686"
"HaLaN_13688"	"HaLaN_13687"
"GFH17126"	"HaLaN_13688"
"GFH17127"	"HaLaN_13689"
"GFH17128"	"HaLaN_13690"
"GFH17129"	"HaLaN_13691"
"GFH17130"	"HaLaN_13692"
"GFH17131"	"HaLaN_13693"
"GFH17132"	"HaLaN_13694"
"HaLaN_13696"	"HaLaN_13695"
"GFH17133"	"HaLaN_13696"
"HaLaN_t00124"	"HaLaN_t00124"
"GFH17134"	"HaLaN_13697"
"GFH17135"	"HaLaN_13698"
"GFH17136"	"HaLaN_13699"
"HaLaN_13701"	"HaLaN_13700"
"GFH17137"	"HaLaN_13701"
"GFH17138"	"HaLaN_13702"
"GFH17139"	"HaLaN_13703"
"GFH17140"	"HaLaN_13704"
"GFH17141"	"HaLaN_13705"
"GFH17142"	"HaLaN_13706"
"GFH17143"	"HaLaN_13707"
"GFH17144"	"HaLaN_13708"
"GFH17145"	"HaLaN_13709"
"HaLaN_13711"	"HaLaN_13710"
"GFH17146"	"HaLaN_13711"
"GFH17147"	"HaLaN_13712"
"GFH17148"	"HaLaN_13713"
"GFH17149"	"HaLaN_13714"
"GFH17150"	"HaLaN_13715"
"GFH17151"	"HaLaN_13716"
"HaLaN_13718"	"HaLaN_13717"
"GFH17152"	"HaLaN_13718"
"GFH17153"	"HaLaN_13719"
"GFH17154"	"HaLaN_13720"
"GFH17155"	"HaLaN_13721"
"GFH17156"	"HaLaN_13722"
"GFH17157"	"HaLaN_13723"
"GFH17158"	"HaLaN_13724"
"GFH17159"	"HaLaN_13725"
"GFH17160"	"HaLaN_13726"
"HaLaN_13728"	"HaLaN_13727"
"GFH17161"	"HaLaN_13728"
"HaLaN_13730"	"HaLaN_13729"
"HaLaN_13731"	"HaLaN_13730"
"HaLaN_13732"	"HaLaN_13731"
"GFH17162"	"HaLaN_13732"
"GFH17163"	"HaLaN_13733"
"GFH17164"	"HaLaN_13734"
"GFH17165"	"HaLaN_13735"
"GFH17166"	"HaLaN_13736"
"HaLaN_13738"	"HaLaN_13737"
"GFH17167"	"HaLaN_13738"
"GFH17168"	"HaLaN_13739"
"GFH17169"	"HaLaN_13740"
"GFH17170"	"HaLaN_13741"
"GFH17171"	"HaLaN_13742"
"GFH17172"	"HaLaN_13743"
"GFH17173"	"HaLaN_13744"
"HaLaN_13746"	"HaLaN_13745"
"GFH17174"	"HaLaN_13746"
"GFH17175"	"HaLaN_13747"
"HaLaN_13749"	"HaLaN_13748"
"GFH17176"	"HaLaN_13749"
"GFH17177"	"HaLaN_13750"
"GFH17178"	"HaLaN_13751"
"HaLaN_13753"	"HaLaN_13752"
"GFH17179"	"HaLaN_13753"
"GFH17180"	"HaLaN_13754"
"GFH17181"	"HaLaN_13755"
"GFH17182"	"HaLaN_13756"
"HaLaN_13758"	"HaLaN_13757"
"GFH17183"	"HaLaN_13758"
"GFH17184"	"HaLaN_13759"
"GFH17185"	"HaLaN_13760"
"HaLaN_13762"	"HaLaN_13761"
"GFH17186"	"HaLaN_13762"
"GFH17187"	"HaLaN_13763"
"GFH17188"	"HaLaN_13764"
"GFH17189"	"HaLaN_13765"
"GFH17190"	"HaLaN_13766"
"GFH17191"	"HaLaN_13767"
"HaLaN_13769"	"HaLaN_13768"
"GFH17192"	"HaLaN_13769"
"HaLaN_13771"	"HaLaN_13770"
"GFH17193"	"HaLaN_13771"
"GFH17194"	"HaLaN_13772"
"GFH17195"	"HaLaN_13773"
"HaLaN_13775"	"HaLaN_13774"
"GFH17196"	"HaLaN_13775"
"GFH17197"	"HaLaN_13776"
"GFH17198"	"HaLaN_13777"
"GFH17199"	"HaLaN_13778"
"GFH17200"	"HaLaN_13779"
"HaLaN_13781"	"HaLaN_13780"
"GFH17201"	"HaLaN_13781"
"GFH17202"	"HaLaN_13782"
"GFH17203"	"HaLaN_13783"
"GFH17204"	"HaLaN_13784"
"GFH17205"	"HaLaN_13785"
"GFH17206"	"HaLaN_13786"
"GFH17207"	"HaLaN_13787"
"GFH17208"	"HaLaN_13788"
"GFH17209"	"HaLaN_13789"
"GFH17210"	"HaLaN_13790"
"HaLaN_13792"	"HaLaN_13791"
"GFH17211"	"HaLaN_13792"
"GFH17212"	"HaLaN_13793"
"HaLaN_13795"	"HaLaN_13794"
"GFH17213"	"HaLaN_13795"
"GFH17214"	"HaLaN_13796"
"GFH17215"	"HaLaN_13797"
"GFH17216"	"HaLaN_13798"
"GFH17217"	"HaLaN_13799"
"HaLaN_13801"	"HaLaN_13800"
"HaLaN_13802"	"HaLaN_13801"
"GFH17218"	"HaLaN_13802"
"GFH17219"	"HaLaN_13803"
"GFH17220"	"HaLaN_13804"
"GFH17221"	"HaLaN_13805"
"GFH17222"	"HaLaN_13806"
"GFH17223"	"HaLaN_13807"
"HaLaN_13809"	"HaLaN_13808"
"HaLaN_13810"	"HaLaN_13809"
"GFH17224"	"HaLaN_13810"
"GFH17225"	"HaLaN_13811"
"GFH17226"	"HaLaN_13812"
"GFH17227"	"HaLaN_13813"
"GFH17228"	"HaLaN_13814"
"GFH17229"	"HaLaN_13815"
"GFH17230"	"HaLaN_13816"
"HaLaN_13818"	"HaLaN_13817"
"GFH17231"	"HaLaN_13818"
"GFH17232"	"HaLaN_13819"
"GFH17233"	"HaLaN_13820"
"GFH17234"	"HaLaN_13821"
"HaLaN_13823"	"HaLaN_13822"
"HaLaN_13824"	"HaLaN_13823"
"GFH17235"	"HaLaN_13824"
"GFH17236"	"HaLaN_13825"
"GFH17237"	"HaLaN_13826"
"HaLaN_13828"	"HaLaN_13827"
"GFH17238"	"HaLaN_13828"
"GFH17239"	"HaLaN_13829"
"GFH17240"	"HaLaN_13830"
"GFH17241"	"HaLaN_13831"
"GFH17242"	"HaLaN_13832"
"GFH17243"	"HaLaN_13833"
"GFH17244"	"HaLaN_13834"
"GFH17245"	"HaLaN_13835"
"GFH17246"	"HaLaN_13836"
"GFH17247"	"HaLaN_13837"
"GFH17248"	"HaLaN_13838"
"HaLaN_13840"	"HaLaN_13839"
"GFH17249"	"HaLaN_13840"
"GFH17250"	"HaLaN_13841"
"GFH17251"	"HaLaN_13842"
"GFH17252"	"HaLaN_13843"
"GFH17253"	"HaLaN_13844"
"GFH17254"	"HaLaN_13845"
"GFH17255"	"HaLaN_13846"
"GFH17256"	"HaLaN_13847"
"GFH17257"	"HaLaN_13848"
"HaLaN_13850"	"HaLaN_13849"
"GFH17258"	"HaLaN_13850"
"GFH17259"	"HaLaN_13851"
"GFH17260"	"HaLaN_13852"
"GFH17261"	"HaLaN_13853"
"HaLaN_13855"	"HaLaN_13854"
"GFH17262"	"HaLaN_13855"
"GFH17263"	"HaLaN_13856"
"GFH17264"	"HaLaN_13857"
"HaLaN_13859"	"HaLaN_13858"
"GFH17265"	"HaLaN_13859"
"GFH17266"	"HaLaN_13860"
"HaLaN_13862"	"HaLaN_13861"
"HaLaN_13863"	"HaLaN_13862"
"GFH17267"	"HaLaN_13863"
"GFH17268"	"HaLaN_13864"
"GFH17269"	"HaLaN_13865"
"GFH17270"	"HaLaN_13866"
"GFH17271"	"HaLaN_13867"
"GFH17272"	"HaLaN_13868"
"GFH17273"	"HaLaN_13869"
"GFH17274"	"HaLaN_13870"
"HaLaN_13872"	"HaLaN_13871"
"GFH17275"	"HaLaN_13872"
"HaLaN_13874"	"HaLaN_13873"
"GFH17276"	"HaLaN_13874"
"GFH17277"	"HaLaN_13875"
"HaLaN_13877"	"HaLaN_13876"
"HaLaN_13878"	"HaLaN_13877"
"HaLaN_13879"	"HaLaN_13878"
"GFH17278"	"HaLaN_13879"
"GFH17279"	"HaLaN_13880"
"GFH17280"	"HaLaN_13881"
"HaLaN_13883"	"HaLaN_13882"
"GFH17281"	"HaLaN_13883"
"GFH17282"	"HaLaN_13884"
"GFH17283"	"HaLaN_13885"
"GFH17284"	"HaLaN_13886"
"HaLaN_13888"	"HaLaN_13887"
"GFH17285"	"HaLaN_13888"
"GFH17286"	"HaLaN_13889"
"GFH17287"	"HaLaN_13890"
"GFH17288"	"HaLaN_13891"
"HaLaN_13893"	"HaLaN_13892"
"GFH17289"	"HaLaN_13893"
"GFH17290"	"HaLaN_13894"
"GFH17291"	"HaLaN_13895"
"HaLaN_13897"	"HaLaN_13896"
"HaLaN_13898"	"HaLaN_13897"
"GFH17292"	"HaLaN_13898"
"GFH17293"	"HaLaN_13899"
"GFH17294"	"HaLaN_13900"
"GFH17295"	"HaLaN_13901"
"GFH17296"	"HaLaN_13902"
"GFH17297"	"HaLaN_13903"
"GFH17298"	"HaLaN_13904"
"GFH17299"	"HaLaN_13905"
"GFH17300"	"HaLaN_13906"
"GFH17301"	"HaLaN_13907"
"HaLaN_13909"	"HaLaN_13908"
"GFH17302"	"HaLaN_13909"
"GFH17303"	"HaLaN_13910"
"HaLaN_t00125"	"HaLaN_t00125"
"GFH17304"	"HaLaN_13911"
"HaLaN_t00126"	"HaLaN_t00126"
"HaLaN_t00127"	"HaLaN_t00127"
"GFH17305"	"HaLaN_13912"
"GFH17306"	"HaLaN_13913"
"GFH17307"	"HaLaN_13914"
"HaLaN_13916"	"HaLaN_13915"
"GFH17308"	"HaLaN_13916"
"GFH17309"	"HaLaN_13917"
"GFH17310"	"HaLaN_13918"
"GFH17311"	"HaLaN_13919"
"GFH17312"	"HaLaN_13920"
"GFH17313"	"HaLaN_13921"
"HaLaN_13923"	"HaLaN_13922"
"GFH17314"	"HaLaN_13923"
"GFH17315"	"HaLaN_13924"
"GFH17316"	"HaLaN_13925"
"GFH17317"	"HaLaN_13926"
"GFH17318"	"HaLaN_13927"
"HaLaN_13929"	"HaLaN_13928"
"GFH17319"	"HaLaN_13929"
"GFH17320"	"HaLaN_13930"
"GFH17321"	"HaLaN_13931"
"GFH17322"	"HaLaN_13932"
"GFH17323"	"HaLaN_13933"
"GFH17324"	"HaLaN_13934"
"GFH17325"	"HaLaN_13935"
"GFH17326"	"HaLaN_13936"
"GFH17327"	"HaLaN_13937"
"HaLaN_13939"	"HaLaN_13938"
"GFH17328"	"HaLaN_13939"
"GFH17329"	"HaLaN_13940"
"HaLaN_13942"	"HaLaN_13941"
"GFH17330"	"HaLaN_13942"
"GFH17331"	"HaLaN_13943"
"HaLaN_13945"	"HaLaN_13944"
"GFH17332"	"HaLaN_13945"
"GFH17333"	"HaLaN_13946"
"GFH17334"	"HaLaN_13947"
"GFH17335"	"HaLaN_13948"
"GFH17336"	"HaLaN_13949"
"GFH17337"	"HaLaN_13950"
"GFH17338"	"HaLaN_13951"
"GFH17339"	"HaLaN_13952"
"GFH17340"	"HaLaN_13953"
"GFH17341"	"HaLaN_13954"
"GFH17342"	"HaLaN_13955"
"GFH17343"	"HaLaN_13956"
"GFH17344"	"HaLaN_13957"
"GFH17345"	"HaLaN_13958"
"HaLaN_13960"	"HaLaN_13959"
"GFH17346"	"HaLaN_13960"
"HaLaN_13962"	"HaLaN_13961"
"GFH17347"	"HaLaN_13962"
"HaLaN_13964"	"HaLaN_13963"
"GFH17348"	"HaLaN_13964"
"GFH17349"	"HaLaN_13965"
"GFH17350"	"HaLaN_13966"
"HaLaN_13968"	"HaLaN_13967"
"HaLaN_13969"	"HaLaN_13968"
"GFH17351"	"HaLaN_13969"
"GFH17352"	"HaLaN_13970"
"GFH17353"	"HaLaN_13971"
"GFH17354"	"HaLaN_13972"
"GFH17355"	"HaLaN_13973"
"GFH17356"	"HaLaN_13974"
"GFH17357"	"HaLaN_13975"
"GFH17358"	"HaLaN_13976"
"GFH17359"	"HaLaN_13977"
"HaLaN_13979"	"HaLaN_13978"
"GFH17360"	"HaLaN_13979"
"HaLaN_13981"	"HaLaN_13980"
"GFH17361"	"HaLaN_13981"
"GFH17362"	"HaLaN_13982"
"HaLaN_13984"	"HaLaN_13983"
"GFH17363"	"HaLaN_13984"
"HaLaN_13986"	"HaLaN_13985"
"HaLaN_13987"	"HaLaN_13986"
"GFH17364"	"HaLaN_13987"
"GFH17365"	"HaLaN_13988"
"HaLaN_13990"	"HaLaN_13989"
"GFH17366"	"HaLaN_13990"
"GFH17367"	"HaLaN_13991"
"HaLaN_13993"	"HaLaN_13992"
"GFH17368"	"HaLaN_13993"
"GFH17369"	"HaLaN_13994"
"GFH17370"	"HaLaN_13995"
"GFH17371"	"HaLaN_13996"
"GFH17372"	"HaLaN_13997"
"GFH17373"	"HaLaN_13998"
"GFH17374"	"HaLaN_13999"
"GFH17375"	"HaLaN_14000"
"HaLaN_14002"	"HaLaN_14001"
"GFH17376"	"HaLaN_14002"
"GFH17377"	"HaLaN_14003"
"HaLaN_14005"	"HaLaN_14004"
"HaLaN_14006"	"HaLaN_14005"
"GFH17378"	"HaLaN_14006"
"HaLaN_14008"	"HaLaN_14007"
"GFH17379"	"HaLaN_14008"
"GFH17380"	"HaLaN_14009"
"GFH17381"	"HaLaN_14010"
"GFH17382"	"HaLaN_14011"
"GFH17383"	"HaLaN_14012"
"GFH17384"	"HaLaN_14013"
"GFH17385"	"HaLaN_14014"
"GFH17386"	"HaLaN_14015"
"GFH17387"	"HaLaN_14016"
"GFH17388"	"HaLaN_14017"
"GFH17389"	"HaLaN_14018"
"GFH17390"	"HaLaN_14019"
"GFH17391"	"HaLaN_14020"
"GFH17392"	"HaLaN_14021"
"HaLaN_14023"	"HaLaN_14022"
"GFH17393"	"HaLaN_14023"
"GFH17394"	"HaLaN_14024"
"GFH17395"	"HaLaN_14025"
"GFH17396"	"HaLaN_14026"
"GFH17397"	"HaLaN_14027"
"GFH17398"	"HaLaN_14028"
"GFH17399"	"HaLaN_14029"
"GFH17400"	"HaLaN_14030"
"GFH17401"	"HaLaN_14031"
"HaLaN_14033"	"HaLaN_14032"
"GFH17402"	"HaLaN_14033"
"GFH17403"	"HaLaN_14034"
"GFH17404"	"HaLaN_14035"
"GFH17405"	"HaLaN_14036"
"GFH17406"	"HaLaN_14037"
"GFH17407"	"HaLaN_14038"
"GFH17408"	"HaLaN_14039"
"GFH17409"	"HaLaN_14040"
"HaLaN_14042"	"HaLaN_14041"
"HaLaN_14043"	"HaLaN_14042"
"GFH17410"	"HaLaN_14043"
"GFH17411"	"HaLaN_14044"
"GFH17412"	"HaLaN_14045"
"GFH17413"	"HaLaN_14046"
"GFH17414"	"HaLaN_14047"
"GFH17415"	"HaLaN_14048"
"GFH17416"	"HaLaN_14049"
"GFH17417"	"HaLaN_14050"
"HaLaN_14052"	"HaLaN_14051"
"HaLaN_14053"	"HaLaN_14052"
"HaLaN_14054"	"HaLaN_14053"
"GFH17418"	"HaLaN_14054"
"GFH17419"	"HaLaN_14055"
"GFH17420"	"HaLaN_14056"
"GFH17421"	"HaLaN_14057"
"GFH17422"	"HaLaN_14058"
"GFH17423"	"HaLaN_14059"
"HaLaN_14061"	"HaLaN_14060"
"GFH17424"	"HaLaN_14061"
"GFH17425"	"HaLaN_14062"
"GFH17426"	"HaLaN_14063"
"GFH17427"	"HaLaN_14064"
"GFH17428"	"HaLaN_14065"
"HaLaN_14067"	"HaLaN_14066"
"GFH17429"	"HaLaN_14067"
"GFH17430"	"HaLaN_14068"
"GFH17431"	"HaLaN_14069"
"GFH17432"	"HaLaN_14070"
"GFH17433"	"HaLaN_14071"
"GFH17434"	"HaLaN_14072"
"GFH17435"	"HaLaN_14073"
"GFH17436"	"HaLaN_14074"
"GFH17437"	"HaLaN_14075"
"GFH17438"	"HaLaN_14076"
"GFH17439"	"HaLaN_14077"
"GFH17440"	"HaLaN_14078"
"GFH17441"	"HaLaN_14079"
"GFH17442"	"HaLaN_14080"
"GFH17443"	"HaLaN_14081"
"GFH17444"	"HaLaN_14082"
"GFH17445"	"HaLaN_14083"
"HaLaN_14085"	"HaLaN_14084"
"GFH17446"	"HaLaN_14085"
"GFH17447"	"HaLaN_14086"
"GFH17448"	"HaLaN_14087"
"GFH17449"	"HaLaN_14088"
"GFH17450"	"HaLaN_14089"
"GFH17451"	"HaLaN_14090"
"GFH17452"	"HaLaN_14091"
"HaLaN_14093"	"HaLaN_14092"
"GFH17453"	"HaLaN_14093"
"HaLaN_14095"	"HaLaN_14094"
"GFH17454"	"HaLaN_14095"
"HaLaN_14097"	"HaLaN_14096"
"HaLaN_14098"	"HaLaN_14097"
"HaLaN_14099"	"HaLaN_14098"
"GFH17455"	"HaLaN_14099"
"GFH17456"	"HaLaN_14100"
"GFH17457"	"HaLaN_14101"
"GFH17458"	"HaLaN_14102"
"GFH17459"	"HaLaN_14103"
"GFH17460"	"HaLaN_14104"
"GFH17461"	"HaLaN_14105"
"GFH17462"	"HaLaN_14106"
"GFH17463"	"HaLaN_14107"
"GFH17464"	"HaLaN_14108"
"GFH17465"	"HaLaN_14109"
"HaLaN_14111"	"HaLaN_14110"
"GFH17466"	"HaLaN_14111"
"GFH17467"	"HaLaN_14112"
"HaLaN_14114"	"HaLaN_14113"
"GFH17468"	"HaLaN_14114"
"GFH17469"	"HaLaN_14115"
"HaLaN_14117"	"HaLaN_14116"
"GFH17470"	"HaLaN_14117"
"GFH17471"	"HaLaN_14118"
"HaLaN_14120"	"HaLaN_14119"
"HaLaN_14121"	"HaLaN_14120"
"GFH17472"	"HaLaN_14121"
"GFH17473"	"HaLaN_14122"
"GFH17474"	"HaLaN_14123"
"GFH17475"	"HaLaN_14124"
"GFH17476"	"HaLaN_14125"
"GFH17477"	"HaLaN_14126"
"GFH17478"	"HaLaN_14127"
"HaLaN_t00128"	"HaLaN_t00128"
"GFH17479"	"HaLaN_14128"
"GFH17480"	"HaLaN_14129"
"GFH17481"	"HaLaN_14130"
"GFH17482"	"HaLaN_14131"
"GFH17483"	"HaLaN_14132"
"GFH17484"	"HaLaN_14133"
"GFH17485"	"HaLaN_14134"
"GFH17486"	"HaLaN_14135"
"GFH17487"	"HaLaN_14136"
"GFH17488"	"HaLaN_14137"
"GFH17489"	"HaLaN_14138"
"HaLaN_14140"	"HaLaN_14139"
"GFH17490"	"HaLaN_14140"
"GFH17491"	"HaLaN_14141"
"GFH17492"	"HaLaN_14142"
"HaLaN_14144"	"HaLaN_14143"
"HaLaN_14145"	"HaLaN_14144"
"GFH17493"	"HaLaN_14145"
"GFH17494"	"HaLaN_14146"
"GFH17495"	"HaLaN_14147"
"HaLaN_t00129"	"HaLaN_t00129"
"GFH17496"	"HaLaN_14148"
"GFH17497"	"HaLaN_14149"
"GFH17498"	"HaLaN_14150"
"HaLaN_14152"	"HaLaN_14151"
"GFH17499"	"HaLaN_14152"
"GFH17500"	"HaLaN_14153"
"GFH17501"	"HaLaN_14154"
"HaLaN_14156"	"HaLaN_14155"
"HaLaN_14157"	"HaLaN_14156"
"GFH17502"	"HaLaN_14157"
"GFH17503"	"HaLaN_14158"
"GFH17504"	"HaLaN_14159"
"GFH17505"	"HaLaN_14160"
"GFH17506"	"HaLaN_14161"
"GFH17507"	"HaLaN_14162"
"GFH17508"	"HaLaN_14163"
"GFH17509"	"HaLaN_14164"
"GFH17510"	"HaLaN_14165"
"GFH17511"	"HaLaN_14166"
"GFH17512"	"HaLaN_14167"
"GFH17513"	"HaLaN_14168"
"GFH17514"	"HaLaN_14169"
"GFH17515"	"HaLaN_14170"
"GFH17516"	"HaLaN_14171"
"GFH17517"	"HaLaN_14172"
"GFH17518"	"HaLaN_14173"
"GFH17519"	"HaLaN_14174"
"HaLaN_14176"	"HaLaN_14175"
"HaLaN_14177"	"HaLaN_14176"
"GFH17520"	"HaLaN_14177"
"HaLaN_14179"	"HaLaN_14178"
"GFH17521"	"HaLaN_14179"
"GFH17522"	"HaLaN_14180"
"GFH17523"	"HaLaN_14181"
"GFH17524"	"HaLaN_14182"
"GFH17525"	"HaLaN_14183"
"GFH17526"	"HaLaN_14184"
"GFH17527"	"HaLaN_14185"
"GFH17528"	"HaLaN_14186"
"GFH17529"	"HaLaN_14187"
"GFH17530"	"HaLaN_14188"
"GFH17531"	"HaLaN_14189"
"HaLaN_14191"	"HaLaN_14190"
"GFH17532"	"HaLaN_14191"
"GFH17533"	"HaLaN_14192"
"GFH17534"	"HaLaN_14193"
"HaLaN_14195"	"HaLaN_14194"
"GFH17535"	"HaLaN_14195"
"GFH17536"	"HaLaN_14196"
"GFH17537"	"HaLaN_14197"
"GFH17538"	"HaLaN_14198"
"GFH17539"	"HaLaN_14199"
"GFH17540"	"HaLaN_14200"
"GFH17541"	"HaLaN_14201"
"GFH17542"	"HaLaN_14202"
"GFH17543"	"HaLaN_14203"
"GFH17544"	"HaLaN_14204"
"GFH17545"	"HaLaN_14205"
"GFH17546"	"HaLaN_14206"
"HaLaN_14208"	"HaLaN_14207"
"GFH17547"	"HaLaN_14208"
"HaLaN_14210"	"HaLaN_14209"
"GFH17548"	"HaLaN_14210"
"GFH17549"	"HaLaN_14211"
"GFH17550"	"HaLaN_14212"
"GFH17551"	"HaLaN_14213"
"GFH17552"	"HaLaN_14214"
"GFH17553"	"HaLaN_14215"
"GFH17554"	"HaLaN_14216"
"GFH17555"	"HaLaN_14217"
"GFH17556"	"HaLaN_14218"
"GFH17557"	"HaLaN_14219"
"GFH17558"	"HaLaN_14220"
"GFH17559"	"HaLaN_14221"
"GFH17560"	"HaLaN_14222"
"GFH17561"	"HaLaN_14223"
"GFH17562"	"HaLaN_14224"
"GFH17563"	"HaLaN_14225"
"GFH17564"	"HaLaN_14226"
"GFH17565"	"HaLaN_14227"
"GFH17566"	"HaLaN_14228"
"GFH17567"	"HaLaN_14229"
"GFH17568"	"HaLaN_14230"
"GFH17569"	"HaLaN_14231"
"GFH17570"	"HaLaN_14232"
"GFH17571"	"HaLaN_14233"
"GFH17572"	"HaLaN_14234"
"GFH17573"	"HaLaN_14235"
"GFH17574"	"HaLaN_14236"
"GFH17575"	"HaLaN_14237"
"GFH17576"	"HaLaN_14238"
"GFH17577"	"HaLaN_14239"
"GFH17578"	"HaLaN_14240"
"GFH17579"	"HaLaN_14241"
"GFH17580"	"HaLaN_14242"
"GFH17581"	"HaLaN_14243"
"GFH17582"	"HaLaN_14244"
"GFH17583"	"HaLaN_14245"
"GFH17584"	"HaLaN_14246"
"GFH17585"	"HaLaN_14247"
"GFH17586"	"HaLaN_14248"
"HaLaN_14250"	"HaLaN_14249"
"GFH17587"	"HaLaN_14250"
"GFH17588"	"HaLaN_14251"
"GFH17589"	"HaLaN_14252"
"GFH17590"	"HaLaN_14253"
"GFH17591"	"HaLaN_14254"
"GFH17592"	"HaLaN_14255"
"HaLaN_14257"	"HaLaN_14256"
"GFH17593"	"HaLaN_14257"
"GFH17594"	"HaLaN_14258"
"GFH17595"	"HaLaN_14259"
"GFH17596"	"HaLaN_14260"
"GFH17597"	"HaLaN_14261"
"GFH17598"	"HaLaN_14262"
"GFH17599"	"HaLaN_14263"
"HaLaN_14265"	"HaLaN_14264"
"GFH17600"	"HaLaN_14265"
"GFH17601"	"HaLaN_14266"
"GFH17602"	"HaLaN_14267"
"GFH17603"	"HaLaN_14268"
"HaLaN_14270"	"HaLaN_14269"
"HaLaN_14271"	"HaLaN_14270"
"HaLaN_14272"	"HaLaN_14271"
"GFH17604"	"HaLaN_14272"
"GFH17605"	"HaLaN_14273"
"GFH17606"	"HaLaN_14274"
"GFH17607"	"HaLaN_14275"
"GFH17608"	"HaLaN_14276"
"GFH17609"	"HaLaN_14277"
"HaLaN_14279"	"HaLaN_14278"
"GFH17610"	"HaLaN_14279"
"GFH17611"	"HaLaN_14280"
"GFH17612"	"HaLaN_14281"
"GFH17613"	"HaLaN_14282"
"HaLaN_14284"	"HaLaN_14283"
"GFH17614"	"HaLaN_14284"
"GFH17615"	"HaLaN_14285"
"GFH17616"	"HaLaN_14286"
"GFH17617"	"HaLaN_14287"
"GFH17618"	"HaLaN_14288"
"GFH17619"	"HaLaN_14289"
"GFH17620"	"HaLaN_14290"
"GFH17621"	"HaLaN_14291"
"GFH17622"	"HaLaN_14292"
"GFH17623"	"HaLaN_14293"
"HaLaN_14295"	"HaLaN_14294"
"GFH17624"	"HaLaN_14295"
"GFH17625"	"HaLaN_14296"
"GFH17626"	"HaLaN_14297"
"GFH17627"	"HaLaN_14298"
"GFH17628"	"HaLaN_14299"
"HaLaN_14301"	"HaLaN_14300"
"HaLaN_14302"	"HaLaN_14301"
"GFH17629"	"HaLaN_14302"
"HaLaN_14304"	"HaLaN_14303"
"GFH17630"	"HaLaN_14304"
"GFH17631"	"HaLaN_14305"
"GFH17632"	"HaLaN_14306"
"GFH17633"	"HaLaN_14307"
"GFH17634"	"HaLaN_14308"
"GFH17635"	"HaLaN_14309"
"GFH17636"	"HaLaN_14310"
"GFH17637"	"HaLaN_14311"
"HaLaN_14313"	"HaLaN_14312"
"GFH17638"	"HaLaN_14313"
"GFH17639"	"HaLaN_14314"
"GFH17640"	"HaLaN_14315"
"HaLaN_14317"	"HaLaN_14316"
"HaLaN_14318"	"HaLaN_14317"
"GFH17641"	"HaLaN_14318"
"HaLaN_14320"	"HaLaN_14319"
"GFH17642"	"HaLaN_14320"
"GFH17643"	"HaLaN_14321"
"GFH17644"	"HaLaN_14322"
"GFH17645"	"HaLaN_14323"
"GFH17646"	"HaLaN_14324"
"GFH17647"	"HaLaN_14325"
"GFH17648"	"HaLaN_14326"
"GFH17649"	"HaLaN_14327"
"GFH17650"	"HaLaN_14328"
"HaLaN_14330"	"HaLaN_14329"
"GFH17651"	"HaLaN_14330"
"HaLaN_14332"	"HaLaN_14331"
"GFH17652"	"HaLaN_14332"
"GFH17653"	"HaLaN_14333"
"GFH17654"	"HaLaN_14334"
"GFH17655"	"HaLaN_14335"
"GFH17656"	"HaLaN_14336"
"GFH17657"	"HaLaN_14337"
"GFH17658"	"HaLaN_14338"
"GFH17659"	"HaLaN_14339"
"GFH17660"	"HaLaN_14340"
"GFH17661"	"HaLaN_14341"
"GFH17662"	"HaLaN_14342"
"GFH17663"	"HaLaN_14343"
"HaLaN_14345"	"HaLaN_14344"
"HaLaN_14346"	"HaLaN_14345"
"GFH17664"	"HaLaN_14346"
"GFH17665"	"HaLaN_14347"
"GFH17666"	"HaLaN_14348"
"GFH17667"	"HaLaN_14349"
"GFH17668"	"HaLaN_14350"
"GFH17669"	"HaLaN_14351"
"GFH17670"	"HaLaN_14352"
"HaLaN_14354"	"HaLaN_14353"
"GFH17671"	"HaLaN_14354"
"GFH17672"	"HaLaN_14355"
"GFH17673"	"HaLaN_14356"
